folio,fecha,hora,hora_num,franja,municipio,coordinacion,incidente,familia,peso_violencia,latitud,longitud,geo_confianza
TOL26080405842,2026-08-04,18:41:00,18,vespertina (14-22),TEMOAYA,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.491788,-99.55916,COORDENADA
TOL26080405897,2026-08-04,18:49:00,18,vespertina (14-22),TOLUCA,VALLE TOLUCA,VIOLENCIA FAMILIAR,violencia_genero,2.0,,,ALTA
TOL26080405913,2026-08-04,18:51:00,18,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.324467,-99.535686,COORDENADA
TOL26080405957,2026-08-04,18:55:00,18,vespertina (14-22),ZINACANTEPEC,VALLE TOLUCA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.27624,-99.74448,COORDENADA
TOL26080405976,2026-08-04,18:57:00,18,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.28831,-99.60052,COORDENADA
TOL26080405984,2026-08-04,18:58:00,18,vespertina (14-22),CHAPULTEPEC,VALLE TOLUCA,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.198333,-99.544639,COORDENADA
TOL26080405996,2026-08-04,18:59:00,18,vespertina (14-22),METEPEC,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.275365,-99.596635,COORDENADA
TOL26080406052,2026-08-04,19:05:00,19,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.23127,-99.670315,COORDENADA
TOL26080406167,2026-08-04,19:17:00,19,vespertina (14-22),NAUCALPAN,METROPOLITANA,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,19.48314,-99.28571,COORDENADA
TOL26080406257,2026-08-04,19:30:00,19,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.35246,-99.62347,COORDENADA
TOL26080406299,2026-08-04,19:35:00,19,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA NO LOCALIZADA O DESAPARECIDA,desaparicion,3.0,19.399125,-99.648975,COORDENADA
TOL26080406317,2026-08-04,19:37:00,19,vespertina (14-22),TOLUCA,VALLE TOLUCA,ALTERACION DEL ORDEN PUBLICO POR PERSONA DROGADA,rina,1.5,19.399125,-99.648975,COORDENADA
TOL26080406333,2026-08-04,19:39:00,19,vespertina (14-22),XONACATLAN,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.414084,-99.490876,COORDENADA
TOL26080406381,2026-08-04,19:44:00,19,vespertina (14-22),XONACATLAN,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.416149,-99.493516,COORDENADA
TOL26080406405,2026-08-04,19:46:00,19,vespertina (14-22),TENANGO DEL VALLE,IXTAPAN,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.112286,-99.587367,COORDENADA
TOL26080406409,2026-08-04,19:47:00,19,vespertina (14-22),JIQUIPILCO,ATLACOMULCO,RIÑA,rina,1.5,19.549913,-99.611045,COORDENADA
TOL26080406525,2026-08-04,20:01:00,20,vespertina (14-22),SAN MATEO ATENCO,VALLE TOLUCA,RIÑA,rina,1.5,19.264859,-99.550799,COORDENADA
TOL26080406538,2026-08-04,20:06:00,20,vespertina (14-22),IXTLAHUACA,ATLACOMULCO,PERSONA AGRESIVA,rina,1.5,19.663064,-99.836896,COORDENADA
TOL26080406552,2026-08-04,20:09:00,20,vespertina (14-22),TOLUCA,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.314975,-99.670485,COORDENADA
TOL26080406560,2026-08-04,20:09:00,20,vespertina (14-22),TOLUCA,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.314975,-99.670485,COORDENADA
TOL26080406577,2026-08-04,20:11:00,20,vespertina (14-22),ZINACANTEPEC,VALLE TOLUCA,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.29992,-99.734765,COORDENADA
TOL26080406597,2026-08-04,20:13:00,20,vespertina (14-22),TENANCINGO,IXTAPAN,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,18.982464,-99.658059,COORDENADA
TOL26080406631,2026-08-04,20:17:00,20,vespertina (14-22),TENANCINGO,IXTAPAN,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,18.990007,-99.603505,COORDENADA
TOL26080406694,2026-08-04,20:22:00,20,vespertina (14-22),IXTLAHUACA,ATLACOMULCO,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.563421,-99.831298,COORDENADA
TOL26080406697,2026-08-04,20:23:00,20,vespertina (14-22),METEPEC,VALLE TOLUCA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.246777,-99.548061,COORDENADA
TOL26080406717,2026-08-04,20:25:00,20,vespertina (14-22),NAUCALPAN,METROPOLITANA,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.48526,-99.26463,COORDENADA
TOL26080406860,2026-08-04,20:41:00,20,vespertina (14-22),MALINALCO,IXTAPAN,PERSONA AGRESIVA,rina,1.5,18.7684,-99.463316,COORDENADA
TOL26080406866,2026-08-04,20:41:00,20,vespertina (14-22),CHAPULTEPEC,VALLE TOLUCA,SUICIDIO,deceso_dudoso,3.0,,,MEDIA
TOL26080406961,2026-08-04,20:50:00,20,vespertina (14-22),NAUCALPAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.46125,-99.277485,COORDENADA
TOL26080406976,2026-08-04,20:52:00,20,vespertina (14-22),OTZOLOTEPEC,VALLE TOLUCA,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.416688,-99.561232,COORDENADA
TOL26080407013,2026-08-04,20:57:00,20,vespertina (14-22),XONACATLAN,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.414084,-99.490876,COORDENADA
TOL26080407042,2026-08-04,21:01:00,21,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA NO LOCALIZADA O DESAPARECIDA,desaparicion,3.0,19.31036,-99.62308,COORDENADA
TOL26080407051,2026-08-04,21:02:00,21,vespertina (14-22),XONACATLAN,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.414084,-99.490876,COORDENADA
TOL26080407052,2026-08-04,21:02:00,21,vespertina (14-22),NAUCALPAN,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.43532,-99.27543,COORDENADA
TOL26080407110,2026-08-04,21:09:00,21,vespertina (14-22),TOLUCA,VALLE TOLUCA,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.2995,-99.65847,COORDENADA
TOL26080407135,2026-08-04,21:10:00,21,vespertina (14-22),NAUCALPAN,METROPOLITANA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.4514,-99.26213,COORDENADA
TOL26080407172,2026-08-04,21:16:00,21,vespertina (14-22),TIANGUISTENCO,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,,,ALTA
TOL26080407200,2026-08-04,21:19:00,21,vespertina (14-22),NAUCALPAN,METROPOLITANA,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.515385,-99.26266,COORDENADA
TOL26080407201,2026-08-04,21:19:00,21,vespertina (14-22),VILLA VICTORIA,VALLE DE BRAVO,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.505584,-100.10017,COORDENADA
TOL26080407202,2026-08-04,21:20:00,21,vespertina (14-22),NAUCALPAN,METROPOLITANA,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.4997,-99.24965,COORDENADA
TOL26080407213,2026-08-04,21:22:00,21,vespertina (14-22),HUIXQUILUCAN,METROPOLITANA,PORTACION DE ARMAS DE FUEGO O CARTUCHOS,arma_fuego,3.0,19.358121,-99.332102,COORDENADA
TOL26080407215,2026-08-04,21:22:00,21,vespertina (14-22),OCOYOACAC,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.285685,-99.46582,COORDENADA
TOL26080407253,2026-08-04,21:28:00,21,vespertina (14-22),NAUCALPAN,METROPOLITANA,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.45218,-99.25142,COORDENADA
TOL26080407258,2026-08-04,21:29:00,21,vespertina (14-22),NAUCALPAN,METROPOLITANA,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.482845,-99.221225,COORDENADA
TOL26080407268,2026-08-04,21:31:00,21,vespertina (14-22),TOLUCA,VALLE TOLUCA,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,19.24363,-99.680275,COORDENADA
TOL26080407303,2026-08-04,21:37:00,21,vespertina (14-22),ZINACANTEPEC,VALLE TOLUCA,PERSONA LESIONADA POR PROYECTIL DE ARMA DE FUEGO,arma_fuego,6.0,19.246775,-99.750574,COORDENADA
TOL26080407306,2026-08-04,21:37:00,21,vespertina (14-22),ZINACANTEPEC,VALLE TOLUCA,PERSONA LESIONADA POR PROYECTIL DE ARMA DE FUEGO,arma_fuego,6.0,19.245915,-99.75803,COORDENADA
TOL26080407311,2026-08-04,21:38:00,21,vespertina (14-22),ZINACANTEPEC,VALLE TOLUCA,PERSONA TIRADA EN LA VIA PUBLICA CON HUELLAS DE VIOLENCIA,letal,5.0,19.246205,-99.742505,COORDENADA
TOL26080407337,2026-08-04,21:41:00,21,vespertina (14-22),ALMOLOYA DEL RIO,IXTAPAN,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.161138,-99.486373,COORDENADA
TOL26080407359,2026-08-04,21:45:00,21,vespertina (14-22),ZINACANTEPEC,VALLE TOLUCA,PERSONA LESIONADA POR PROYECTIL DE ARMA DE FUEGO,arma_fuego,6.0,19.245915,-99.75803,COORDENADA
TOL26080407362,2026-08-04,21:45:00,21,vespertina (14-22),NAUCALPAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.51503,-99.2545,COORDENADA
TOL26080407373,2026-08-04,21:46:00,21,vespertina (14-22),METEPEC,VALLE TOLUCA,ROBO CON VIOLENCIA A CONDUCTOR DE VEHICULO PARTICULAR,robo_violento,2.0,19.27463,-99.59368,COORDENADA
TOL26080407398,2026-08-04,21:49:00,21,vespertina (14-22),OCOYOACAC,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.27524,-99.46953,COORDENADA
TOL26080407414,2026-08-04,21:51:00,21,vespertina (14-22),TOLUCA,VALLE TOLUCA,RIÑA,rina,1.5,19.30996,-99.624065,COORDENADA
TOL26080407415,2026-08-04,21:51:00,21,vespertina (14-22),SAN MATEO ATENCO,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.275595,-99.5616,COORDENADA
TOL26080407427,2026-08-04,21:53:00,21,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA NO LOCALIZADA O DESAPARECIDA,desaparicion,3.0,19.293195,-99.640075,COORDENADA
TOL26080407451,2026-08-04,21:56:00,21,vespertina (14-22),VALLE DE BRAVO,VALLE DE BRAVO,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.20258,-100.123885,COORDENADA
TOL26080407469,2026-08-04,21:59:00,21,vespertina (14-22),TEMASCALCINGO,ATLACOMULCO,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.829931,-99.980457,COORDENADA
TOL26080407488,2026-08-04,22:01:00,22,nocturna (22-06),ALMOLOYA,VALLE TOLUCA,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.453957,-99.731053,COORDENADA
TOL26080407610,2026-08-04,22:26:00,22,nocturna (22-06),TOLUCA,VALLE TOLUCA,ROBO A ESCUELA CON VIOLENCIA,robo_violento,2.0,19.31185,-99.5647,COORDENADA
TOL26080407625,2026-08-04,22:28:00,22,nocturna (22-06),NAUCALPAN,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,,,ALTA
TOL26080407643,2026-08-04,22:32:00,22,nocturna (22-06),METEPEC,VALLE TOLUCA,ALTERACION DEL ORDEN PUBLICO POR PERSONA DROGADA,rina,1.5,19.27562,-99.57829,COORDENADA
TOL26080407650,2026-08-04,22:34:00,22,nocturna (22-06),EL ORO,VALLE DE BRAVO,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.792978,-100.137381,COORDENADA
TOL26080407687,2026-08-04,22:40:00,22,nocturna (22-06),ZINACANTEPEC,VALLE TOLUCA,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.29807,-99.752945,COORDENADA
TOL26080407688,2026-08-04,22:40:00,22,nocturna (22-06),ZINACANTEPEC,VALLE TOLUCA,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.29422,-99.755,COORDENADA
TOL26080407689,2026-08-04,22:41:00,22,nocturna (22-06),IXTLAHUACA,ATLACOMULCO,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,,,MEDIA
TOL26080407714,2026-08-04,22:45:00,22,nocturna (22-06),ZINACANTEPEC,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.29807,-99.752945,COORDENADA
TOL26080407720,2026-08-04,22:47:00,22,nocturna (22-06),TOLUCA,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.373,-99.64851,COORDENADA
TOL26080407743,2026-08-04,22:54:00,22,nocturna (22-06),NAUCALPAN,METROPOLITANA,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.485375,-99.26679,COORDENADA
TOL26080407744,2026-08-04,22:54:00,22,nocturna (22-06),XONACATLAN,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.410128,-99.523441,COORDENADA
TOL26080407745,2026-08-04,22:54:00,22,nocturna (22-06),EL ORO,VALLE DE BRAVO,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.801961,-100.131282,COORDENADA
TOL26080407755,2026-08-04,22:56:00,22,nocturna (22-06),TEMOAYA,VALLE TOLUCA,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.433867,-99.577729,COORDENADA
TOL26080407774,2026-08-04,23:00:00,23,nocturna (22-06),TOLUCA,VALLE TOLUCA,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.344595,-99.64724,COORDENADA
TOL26080407794,2026-08-04,23:04:00,23,nocturna (22-06),NAUCALPAN,METROPOLITANA,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.452325,-99.26873,COORDENADA
TOL26080407801,2026-08-04,23:06:00,23,nocturna (22-06),TOLUCA,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.30073,-99.63655,COORDENADA
TOL26080407803,2026-08-04,23:07:00,23,nocturna (22-06),TOLUCA,VALLE TOLUCA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.344595,-99.64724,COORDENADA
TOL26080407817,2026-08-04,23:08:00,23,nocturna (22-06),LERMA,VALLE TOLUCA,ROBO A TRANSEUNTE CON VIOLENCIA,robo_violento,2.0,19.26644,-99.50754,COORDENADA
TOL26080407855,2026-08-04,23:18:00,23,nocturna (22-06),LERMA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.287965,-99.51201,COORDENADA
TOL26080407891,2026-08-04,23:27:00,23,nocturna (22-06),METEPEC,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.258345,-99.633675,COORDENADA
TOL26080407894,2026-08-04,23:27:00,23,nocturna (22-06),TOLUCA,VALLE TOLUCA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.336957,-99.599236,COORDENADA
TOL26080407914,2026-08-04,23:33:00,23,nocturna (22-06),ZINACANTEPEC,VALLE TOLUCA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.29807,-99.752945,COORDENADA
TOL26080407941,2026-08-04,23:38:00,23,nocturna (22-06),NAUCALPAN,METROPOLITANA,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.47626,-99.34262,COORDENADA
TOL26080500028,2026-08-05,00:09:00,0,nocturna (22-06),TIANGUISTENCO,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.136656,-99.431907,COORDENADA
TOL26080500029,2026-08-05,00:09:00,0,nocturna (22-06),TIANGUISTENCO,VALLE TOLUCA,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.198313,-99.502795,COORDENADA
TOL26080500034,2026-08-05,00:10:00,0,nocturna (22-06),TIANGUISTENCO,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.198313,-99.502795,COORDENADA
TOL26080500052,2026-08-05,00:15:00,0,nocturna (22-06),HUIXQUILUCAN,METROPOLITANA,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.41011,-99.27671,COORDENADA
TOL26080500056,2026-08-05,00:16:00,0,nocturna (22-06),ATLACOMULCO,ATLACOMULCO,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,,,MEDIA
TOL26080500114,2026-08-05,00:39:00,0,nocturna (22-06),SAN MATEO ATENCO,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.264625,-99.53645,COORDENADA
TOL26080500115,2026-08-05,00:40:00,0,nocturna (22-06),TEMOAYA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.444821,-99.599997,COORDENADA
TOL26080500125,2026-08-05,00:43:00,0,nocturna (22-06),TOLUCA,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.30808,-99.652765,COORDENADA
TOL26080500127,2026-08-05,00:43:00,0,nocturna (22-06),TIANGUISTENCO,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.20377,-99.499802,COORDENADA
TOL26080500154,2026-08-05,00:51:00,0,nocturna (22-06),SAN MATEO ATENCO,VALLE TOLUCA,ROBO A TRANSEUNTE CON VIOLENCIA,robo_violento,2.0,19.24845,-99.52925,COORDENADA
TOL26080500168,2026-08-05,00:58:00,0,nocturna (22-06),NAUCALPAN,METROPOLITANA,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,,,ALTA
TOL26080500181,2026-08-05,01:05:00,1,nocturna (22-06),TOLUCA,VALLE TOLUCA,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.30968,-99.65036,COORDENADA
TOL26080500209,2026-08-05,01:17:00,1,nocturna (22-06),TENANGO DEL VALLE,IXTAPAN,PERSONA AGRESIVA,rina,1.5,19.107963,-99.592082,COORDENADA
TOL26080500220,2026-08-05,01:22:00,1,nocturna (22-06),NAUCALPAN,METROPOLITANA,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.4639,-99.26649,COORDENADA
TOL26080500229,2026-08-05,01:26:00,1,nocturna (22-06),HUIXQUILUCAN,METROPOLITANA,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.416306,-99.324032,COORDENADA
TOL26080500240,2026-08-05,01:31:00,1,nocturna (22-06),NAUCALPAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.47356,-99.2571,COORDENADA
TOL26080500258,2026-08-05,01:38:00,1,nocturna (22-06),NAUCALPAN,METROPOLITANA,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.46089,-99.26406,COORDENADA
TOL26080500299,2026-08-05,01:52:00,1,nocturna (22-06),SAN MATEO ATENCO,VALLE TOLUCA,ROBO A CASA HABITACION CON VIOLENCIA,robo_violento,2.0,19.242755,-99.531435,COORDENADA
ECA26080403612,2026-08-04,15:11:00,15,vespertina (14-22),NEZAHUALCOYOTL,ORIENTE,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,19.40598,-99.008605,COORDENADA
ECA26080403695,2026-08-04,15:26:00,15,vespertina (14-22),TLALNEPANTLA,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.537615,-99.11883,COORDENADA
ECA26080403723,2026-08-04,15:31:00,15,vespertina (14-22),TECAMAC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.64346,-99.0378,COORDENADA
ECA26080403744,2026-08-04,15:33:00,15,vespertina (14-22),CHICOLOAPAN,ORIENTE,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,19.420455,-98.909885,COORDENADA
ECA26080403755,2026-08-04,15:35:00,15,vespertina (14-22),TULTITLAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.614715,-99.138205,COORDENADA
ECA26080403770,2026-08-04,15:38:00,15,vespertina (14-22),CHIMALHUACAN,ORIENTE,PERSONA LESIONADA POR ARMA BLANCA,arma_blanca,3.0,19.44948,-98.93774,COORDENADA
ECA26080403795,2026-08-04,15:43:00,15,vespertina (14-22),ECATEPEC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.60558,-98.98182,COORDENADA
ECA26080403862,2026-08-04,15:51:00,15,vespertina (14-22),CHALCO,CHALCO,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.26981,-98.932785,COORDENADA
ECA26080403902,2026-08-04,15:55:00,15,vespertina (14-22),CHALCO,CHALCO,ROBO A TRANSEUNTE CON VIOLENCIA,robo_violento,2.0,19.25613,-98.89604,COORDENADA
ECA26080403949,2026-08-04,16:01:00,16,vespertina (14-22),TEOLOYUCAN,METROPOLITANA,RIÑA,rina,1.5,19.74735,-99.194255,COORDENADA
ECA26080403967,2026-08-04,16:03:00,16,vespertina (14-22),ZUMPANGO,ECATEPEC,PERSONA AGRESIVA,rina,1.5,,,ALTA
ECA26080403992,2026-08-04,16:08:00,16,vespertina (14-22),CHIMALHUACAN,ORIENTE,PERSONA AGRESIVA,rina,1.5,,,ALTA
ECA26080403996,2026-08-04,16:08:00,16,vespertina (14-22),TEOLOYUCAN,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.74735,-99.194255,COORDENADA
ECA26080404031,2026-08-04,16:14:00,16,vespertina (14-22),VALLE DE CHALCO,CHALCO,PERSONA AGRESIVA,rina,1.5,19.295625,-98.95432,COORDENADA
ECA26080404050,2026-08-04,16:18:00,16,vespertina (14-22),CHIMALHUACAN,ORIENTE,PERSONA AGRESIVA,rina,1.5,19.437185,-98.92834,COORDENADA
ECA26080404054,2026-08-04,16:19:00,16,vespertina (14-22),ECATEPEC,ECATEPEC,ALTERACION DEL ORDEN PUBLICO POR PERSONA DROGADA,rina,1.5,19.597215,-99.04991,COORDENADA
ECA26080404059,2026-08-04,16:22:00,16,vespertina (14-22),CHIMALHUACAN,ORIENTE,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.44102,-98.96796,COORDENADA
ECA26080404125,2026-08-04,16:32:00,16,vespertina (14-22),CUAUTITLAN IZCALLI,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.680435,-99.215175,COORDENADA
ECA26080404168,2026-08-04,16:38:00,16,vespertina (14-22),ECATEPEC,ECATEPEC,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,19.608315,-99.02831,COORDENADA
ECA26080404178,2026-08-04,16:41:00,16,vespertina (14-22),ECATEPEC,ECATEPEC,PORTACION DE ARMAS DE FUEGO O CARTUCHOS,arma_fuego,3.0,19.535135,-99.018035,COORDENADA
ECA26080404186,2026-08-04,16:43:00,16,vespertina (14-22),NICOLAS ROMERO,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.626775,-99.32952,COORDENADA
ECA26080404188,2026-08-04,16:44:00,16,vespertina (14-22),AXAPUSCO,ORIENTE,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,19.725237,-98.753426,COORDENADA
ECA26080404229,2026-08-04,16:58:00,16,vespertina (14-22),LA PAZ,ORIENTE,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.35604,-98.974235,COORDENADA
ECA26080404246,2026-08-04,17:04:00,17,vespertina (14-22),TULTEPEC,ECATEPEC,PERSONA NO LOCALIZADA O DESAPARECIDA,desaparicion,3.0,19.657685,-99.109735,COORDENADA
ECA26080404266,2026-08-04,17:08:00,17,vespertina (14-22),TULTITLAN,METROPOLITANA,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.683765,-99.080685,COORDENADA
ECA26080404269,2026-08-04,17:09:00,17,vespertina (14-22),AXAPUSCO,ORIENTE,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,19.725237,-98.753426,COORDENADA
ECA26080404290,2026-08-04,17:12:00,17,vespertina (14-22),ECATEPEC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.597215,-99.04991,COORDENADA
ECA26080404309,2026-08-04,17:15:00,17,vespertina (14-22),CHALCO,CHALCO,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.26598,-98.91135,COORDENADA
ECA26080404311,2026-08-04,17:16:00,17,vespertina (14-22),TULTITLAN,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.683765,-99.080685,COORDENADA
ECA26080404333,2026-08-04,17:19:00,17,vespertina (14-22),TECAMAC,ECATEPEC,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,19.77889,-98.98424,COORDENADA
ECA26080404351,2026-08-04,17:20:00,17,vespertina (14-22),CUAUTITLAN IZCALLI,METROPOLITANA,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.670845,-99.215565,COORDENADA
ECA26080404375,2026-08-04,17:23:00,17,vespertina (14-22),CHIMALHUACAN,ORIENTE,PERSONA AGRESIVA,rina,1.5,19.441785,-98.96041,COORDENADA
ECA26080404376,2026-08-04,17:23:00,17,vespertina (14-22),ZUMPANGO,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.83163,-99.081725,COORDENADA
ECA26080404395,2026-08-04,17:26:00,17,vespertina (14-22),CUAUTITLAN,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.662305,-99.154095,COORDENADA
ECA26080404421,2026-08-04,17:30:00,17,vespertina (14-22),VALLE DE CHALCO,CHALCO,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,19.274675,-98.92894,COORDENADA
ECA26080404465,2026-08-04,17:39:00,17,vespertina (14-22),ECATEPEC,ECATEPEC,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.59064,-99.024636,COORDENADA
ECA26080404488,2026-08-04,17:41:00,17,vespertina (14-22),TECAMAC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.677495,-99.030985,COORDENADA
ECA26080404510,2026-08-04,17:44:00,17,vespertina (14-22),NEZAHUALCOYOTL,ORIENTE,PERSONA AGRESIVA,rina,1.5,19.38975,-98.99682,COORDENADA
ECA26080404567,2026-08-04,17:53:00,17,vespertina (14-22),CUAUTITLAN IZCALLI,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.65523,-99.21083,COORDENADA
ECA26080404568,2026-08-04,17:53:00,17,vespertina (14-22),CHALCO,CHALCO,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.277608,-98.88253,COORDENADA
ECA26080404578,2026-08-04,17:57:00,17,vespertina (14-22),CUAUTITLAN IZCALLI,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.65523,-99.21083,COORDENADA
ECA26080404656,2026-08-04,18:07:00,18,vespertina (14-22),TLALNEPANTLA,METROPOLITANA,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,19.527205,-99.178715,COORDENADA
